slug,mpn,legacy_pdf_url,key_type
lis2dw12tr,LIS2DW12TR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lis2dw12tr.pdf,MPN_KEY
vl53l4cdv0dh1,VL53L4CDV0DH/1,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/vl53l4cdv0dh-1.pdf,MPN_KEY
iso1050dubr,ISO1050DUBR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C16428.pdf,C_KEY
grm32ec72a106ke05l,GRM32EC72A106KE05L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm32ec72a106ke05l.pdf,MPN_KEY
iso3082dwr,ISO3082DWR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/iso3082dwr.pdf,MPN_KEY
stm32h743vih6,STM32H743VIH6,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/stm32h743vih6.pdf,MPN_KEY
ref3033aidbzr,REF3033AIDBZR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ref3033aidbzr.pdf,MPN_KEY
grm21bz71a226me15l,GRM21BZ71A226ME15L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm21bz71a226me15l.pdf,MPN_KEY
stm32f030c8t6,STM32F030C8T6,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/stm32f030c8t6.pdf,MPN_KEY
adum3160brwzrl,ADUM3160BRWZ-RL,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/adum3160brwz-rl.pdf,MPN_KEY
grm31cc72a475ke11l,GRM31CC72A475KE11L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C237304.pdf,C_KEY
grm32er71e226ke15l,GRM32ER71E226KE15L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm32er71e226ke15l.pdf,MPN_KEY
stm32f405rgt6,STM32F405RGT6,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/stm32f405rgt6.pdf,MPN_KEY
tps54560ddar,TPS54560DDAR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps54560ddar.pdf,MPN_KEY
stm32f030f4p6tr,STM32F030F4P6TR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/stm32f030f4p6tr.pdf,MPN_KEY
adm2582ebrwzreel7,ADM2582EBRWZ-REEL7,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/adm2582ebrwz-reel7.pdf,MPN_KEY
adum4160brwzrl,ADUM4160BRWZ-RL,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/adum4160brwz-rl.pdf,MPN_KEY
ad7192bruzreel,AD7192BRUZ-REEL,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ad7192bruz-reel.pdf,MPN_KEY
lis3mdltr,LIS3MDLTR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lis3mdltr.pdf,MPN_KEY
stm32g431cbt6,STM32G431CBT6,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/stm32g431cbt6.pdf,MPN_KEY
adum1201brzrl7,ADUM1201BRZ-RL7,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/adum1201brz-rl7.pdf,MPN_KEY
tps54360ddar,TPS54360DDAR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps54360ddar.pdf,MPN_KEY
grm31cr61e476me44l,GRM31CR61E476ME44L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm31cr61e476me44l.pdf,MPN_KEY
lp298533dbvr,LP2985-33DBVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lp2985-33dbvr.pdf,MPN_KEY
ad8605artzreel7,AD8605ARTZ-REEL7,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ad8605artz-reel7.pdf,MPN_KEY
grm32er61c476ke15l,GRM32ER61C476KE15L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm32er61c476ke15l.pdf,MPN_KEY
ina226aidgsr,INA226AIDGSR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ina226aidgsr.pdf,MPN_KEY
tpl5010ddcr,TPL5010DDCR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tpl5010ddcr.pdf,MPN_KEY
lt3045eddtrpbf,LT3045EDD#TRPBF,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lt3045edd-trpbf.pdf,MPN_KEY
sn75176bdr,SN75176BDR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/sn75176bdr.pdf,MPN_KEY
adm3251earwzreel,ADM3251EARWZ-REEL,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/adm3251earwz-reel.pdf,MPN_KEY
lsm6dsrtr,LSM6DSRTR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lsm6dsrtr.pdf,MPN_KEY
drv8874pwpr,DRV8874PWPR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/drv8874pwpr.pdf,MPN_KEY
l78m05cdttr,L78M05CDT-TR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/l78m05cdt-tr.pdf,MPN_KEY
stm32h743vit6,STM32H743VIT6,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/stm32h743vit6.pdf,MPN_KEY
opa1612aidr,OPA1612AIDR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/opa1612aidr.pdf,MPN_KEY
grm188r60j476me15d,GRM188R60J476ME15D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm188r60j476me15d.pdf,MPN_KEY
grm31cr71h475ka12l,GRM31CR71H475KA12L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm31cr71h475ka12l.pdf,MPN_KEY
adum1250arzrl7,ADUM1250ARZ-RL7,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C13839.pdf,C_KEY
tps7a2033pdbvr,TPS7A2033PDBVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps7a2033pdbvr.pdf,MPN_KEY
grm035r60j475me15d,GRM035R60J475ME15D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm035r60j475me15d.pdf,MPN_KEY
grm31cr61a107mea8l,GRM31CR61A107MEA8L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm31cr61a107mea8l.pdf,MPN_KEY
ne555dr,NE555DR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ne555dr.pdf,MPN_KEY
tps54202ddcr,TPS54202DDCR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps54202ddcr.pdf,MPN_KEY
lan8720aicptr,LAN8720AI-CP-TR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lan8720ai-cp-tr.pdf,MPN_KEY
lm393dr,LM393DR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lm393dr.pdf,MPN_KEY
ina333aidgkr,INA333AIDGKR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ina333aidgkr.pdf,MPN_KEY
stm32f722ret6,STM32F722RET6,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C118207.pdf,C_KEY
ism330dhcxtr,ISM330DHCXTR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ism330dhcxtr.pdf,MPN_KEY
sn74hc14dr,SN74HC14DR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/sn74hc14dr.pdf,MPN_KEY
sn65hvd75dr,SN65HVD75DR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/sn65hvd75dr.pdf,MPN_KEY
l78m05abdttr,L78M05ABDT-TR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/l78m05abdt-tr.pdf,MPN_KEY
tps2116drlr,TPS2116DRLR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps2116drlr.pdf,MPN_KEY
lm5164ddar,LM5164DDAR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lm5164ddar.pdf,MPN_KEY
sn74hc595dr,SN74HC595DR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C10092.pdf,C_KEY
tps631000drlr,TPS631000DRLR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps631000drlr.pdf,MPN_KEY
tlv62569dbvr,TLV62569DBVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C141836.pdf,C_KEY
mcp6001tiot,MCP6001T-I/OT,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/mcp6001t-i-ot.pdf,MPN_KEY
txb0108pwr,TXB0108PWR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/txb0108pwr.pdf,MPN_KEY
grm188c61e226me01d,GRM188C61E226ME01D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm188c61e226me01d.pdf,MPN_KEY
stm32g030f6p6tr,STM32G030F6P6TR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/stm32g030f6p6tr.pdf,MPN_KEY
tpd1e10b06dpyr,TPD1E10B06DPYR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tpd1e10b06dpyr.pdf,MPN_KEY
tps62840dlcr,TPS62840DLCR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps62840dlcr.pdf,MPN_KEY
txs0108epwr,TXS0108EPWR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/txs0108epwr.pdf,MPN_KEY
iso1044bdr,ISO1044BDR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/iso1044bdr.pdf,MPN_KEY
grm21bz71e106ke15l,GRM21BZ71E106KE15L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm21bz71e106ke15l.pdf,MPN_KEY
ncp15xh103f03rc,NCP15XH103F03RC,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ncp15xh103f03rc.pdf,MPN_KEY
grm188r71h104ka93d,GRM188R71H104KA93D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm188r71h104ka93d.pdf,MPN_KEY
uln2003d1013tr,ULN2003D1013TR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/uln2003d1013tr.pdf,MPN_KEY
ref3030aidbzr,REF3030AIDBZR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ref3030aidbzr.pdf,MPN_KEY
sn74lvc1t45dbvr,SN74LVC1T45DBVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/sn74lvc1t45dbvr.pdf,MPN_KEY
sn74lvc8t245pwr,SN74LVC8T245PWR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/sn74lvc8t245pwr.pdf,MPN_KEY
txs0104epwr,TXS0104EPWR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/txs0104epwr.pdf,MPN_KEY
stm32g474ret6,STM32G474RET6,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/stm32g474ret6.pdf,MPN_KEY
tmp102aidrlr,TMP102AIDRLR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tmp102aidrlr.pdf,MPN_KEY
sn65hvd232dr,SN65HVD232DR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/sn65hvd232dr.pdf,MPN_KEY
tps63802dlar,TPS63802DLAR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps63802dlar.pdf,MPN_KEY
tps7a4700rgwr,TPS7A4700RGWR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps7a4700rgwr.pdf,MPN_KEY
tps63070rnmr,TPS63070RNMR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps63070rnmr.pdf,MPN_KEY
bq24075rgtr,BQ24075RGTR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/bq24075rgtr.pdf,MPN_KEY
tps62933drlr,TPS62933DRLR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps62933drlr.pdf,MPN_KEY
grm188r61a226me15d,GRM188R61A226ME15D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm188r61a226me15d.pdf,MPN_KEY
lm1117impx33nopb,LM1117IMPX-3.3/NOPB,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lm1117impx-3.3-nopb.pdf,MPN_KEY
ads1015idgsr,ADS1015IDGSR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ads1015idgsr.pdf,MPN_KEY
max3232eipwr,MAX3232EIPWR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/max3232eipwr.pdf,MPN_KEY
lsm6dsoxtr,LSM6DSOXTR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lsm6dsoxtr.pdf,MPN_KEY
l78l05abutr,L78L05ABUTR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/l78l05abutr.pdf,MPN_KEY
ncp18xh103f03rb,NCP18XH103F03RB,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C13564.pdf,C_KEY
grm155r71h104ke14d,GRM155R71H104KE14D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm155r71h104ke14d.pdf,MPN_KEY
grm188r61a106ke69d,GRM188R61A106KE69D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm188r61a106ke69d.pdf,MPN_KEY
tps63020dsjr,TPS63020DSJR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps63020dsjr.pdf,MPN_KEY
tl431aidbzr,TL431AIDBZR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tl431aidbzr.pdf,MPN_KEY
tca9548apwr,TCA9548APWR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tca9548apwr.pdf,MPN_KEY
mcp6002tisn,MCP6002T-I/SN,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/mcp6002t-i-sn.pdf,MPN_KEY
grm21br61e106ka73l,GRM21BR61E106KA73L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C84416.pdf,C_KEY
lm2596sx50nopb,LM2596SX-5.0/NOPB,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C10002.pdf,C_KEY
ina180a1idbvr,INA180A1IDBVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C122228.pdf,C_KEY
sn65hvd233dr,SN65HVD233DR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/sn65hvd233dr.pdf,MPN_KEY
ina180a2idbvr,INA180A2IDBVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ina180a2idbvr.pdf,MPN_KEY
grm1555c1h100ja01d,GRM1555C1H100JA01D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm1555c1h100ja01d.pdf,MPN_KEY
thvd1450dr,THVD1450DR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/thvd1450dr.pdf,MPN_KEY
lan8720acptr,LAN8720A-CP-TR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lan8720a-cp-tr.pdf,MPN_KEY
lm1117mpx33nopb,LM1117MPX-3.3/NOPB,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lm1117mpx-3.3-nopb.pdf,MPN_KEY
lm358dr,LM358DR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lm358dr.pdf,MPN_KEY
grm188r61e106ka73d,GRM188R61E106KA73D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm188r61e106ka73d.pdf,MPN_KEY
grm188r6ya106ma73d,GRM188R6YA106MA73D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm188r6ya106ma73d.pdf,MPN_KEY
tlv3201aidbvr,TLV3201AIDBVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C105188.pdf,C_KEY
lsm6dsvtr,LSM6DSVTR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lsm6dsvtr.pdf,MPN_KEY
bq25798rqmr,BQ25798RQMR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/bq25798rqmr.pdf,MPN_KEY
sn74lvc1g14dbvr,SN74LVC1G14DBVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/sn74lvc1g14dbvr.pdf,MPN_KEY
grm21br60j107me15l,GRM21BR60J107ME15L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm21br60j107me15l.pdf,MPN_KEY
mcp2551isn,MCP2551-I/SN,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/mcp2551-i-sn.pdf,MPN_KEY
ld1117s33ctr,LD1117S33CTR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ld1117s33ctr.pdf,MPN_KEY
tmp117aidrvr,TMP117AIDRVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tmp117aidrvr.pdf,MPN_KEY
atmega256016au,ATMEGA2560-16AU,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/atmega2560-16au.pdf,MPN_KEY
ldl1117s33r,LDL1117S33R,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/ldl1117s33r.pdf,MPN_KEY
tlv75733pdbvr,TLV75733PDBVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tlv75733pdbvr.pdf,MPN_KEY
blm15pd121sn1d,BLM15PD121SN1D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm15pd121sn1d.pdf,MPN_KEY
usb2514biaezgtr,USB2514BI-AEZG-TR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/usb2514bi-aezg-tr.pdf,MPN_KEY
lan8742acztr,LAN8742A-CZ-TR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lan8742a-cz-tr.pdf,MPN_KEY
txs0102dcur,TXS0102DCUR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C53434.pdf,C_KEY
usblc62sc6,USBLC6-2SC6,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/usblc6-2sc6.pdf,MPN_KEY
txb0102dcur,TXB0102DCUR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/txb0102dcur.pdf,MPN_KEY
lan8742aicztr,LAN8742AI-CZ-TR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/lan8742ai-cz-tr.pdf,MPN_KEY
tlv75533pdbvr,TLV75533PDBVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tlv75533pdbvr.pdf,MPN_KEY
txs0102dctr,TXS0102DCTR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/txs0102dctr.pdf,MPN_KEY
tps63900dskr,TPS63900DSKR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps63900dskr.pdf,MPN_KEY
grm1555c1h101ja01d,GRM1555C1H101JA01D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm1555c1h101ja01d.pdf,MPN_KEY
pcm5102apwr,PCM5102APWR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C107671.pdf,C_KEY
grm32er71h106ka12l,GRM32ER71H106KA12L,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/grm32er71h106ka12l.pdf,MPN_KEY
p82b715dr,P82B715DR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C2649394.pdf,C_KEY
blm18pg121sn1d,BLM18PG121SN1D,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/blm18pg121sn1d.pdf,MPN_KEY
l5973d013tr,L5973D013TR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C54619.pdf,C_KEY
tps22810drvr,TPS22810DRVR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/tps22810drvr.pdf,MPN_KEY
dp83848ivvxnopb,DP83848IVVX/NOPB,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/C12082.pdf,C_KEY
mc33063adr,MC33063ADR,https://pub-fd1103d4aed04a7c9cbf10d74caaaade.r2.dev/datasheets/mc33063adr.pdf,MPN_KEY
