supplier,supplier_sku,mpn,manufacturer,title,category,description,attributes,datasheet_url,stock,price
Mouser,MOU-100-00011,LED10000011,OSRAM,OSRAM LED10000011 LED Components,LED Components,LED10000011 LED Components from OSRAM. Sourced via professional procurement support; specs below.,forward_voltage_v: 2.1; forward_current_ma: 20; Luminous Intensity: 100mcd,https://example.com/datasheet/LED10000011.pdf,2164,7.0940
LCSC,LCS-100-00012,MEM10000012,Micron Technology,Micron Technology MEM10000012 Memory IC,Memory IC,MEM10000012 Memory IC from Micron Technology. Sourced via professional procurement support; specs below.,interface: SPI; speed_hz: 104000000; Access Time: 70ns,https://example.com/datasheet/MEM10000012.pdf,3326,14.2015
Digikey,DIG-100-00013,XTAL10000013,Murata Manufacturing,Murata Manufacturing XTAL10000013 Crystal Oscillator,Crystal Oscillator,XTAL10000013 Crystal Oscillator from Murata Manufacturing. Sourced via professional procurement support; specs below.,load_capacitance_pf: 18; frequency_hz: 8000000,https://example.com/datasheet/XTAL10000013.pdf,4254,16.8875
Mouser,MOU-100-00014,MCU10000014,STMicroelectronics,STMicroelectronics MCU10000014 Microcontroller,Microcontroller,MCU10000014 Microcontroller from STMicroelectronics. Sourced via professional procurement support; specs below.,ram_bytes: 20480,https://example.com/datasheet/MCU10000014.pdf,1531,22.1135
Hanxin,HAN-100-00015,MOS10000015,ON Semiconductor,ON Semiconductor MOS10000015 MOSFET,MOSFET,MOS10000015 MOSFET from ON Semiconductor. Sourced via professional procurement support; specs below.,qg_nc: 45; vds_v: 55; package: SOT-23; Drain Source Voltage: 55V,https://example.com/datasheet/MOS10000015.pdf,943,5.3920
LCSC,LCS-100-00016,RES10000016,Bourns,Bourns RES10000016 Resistor,Resistor,RES10000016 Resistor from Bourns. Sourced via professional procurement support; specs below.,Resistor Value: 10kΩ; power_rating_w: 0.25,https://example.com/datasheet/RES10000016.pdf,893,22.1294
Mouser,MOU-100-00017,CAP10000017,SigmaStore,SigmaStore CAP10000017 Capacitor,Capacitor,CAP10000017 Capacitor from SigmaStore. Sourced via professional procurement support; specs below.,voltage_rating_v: 50; tolerance: ±10%; package: 0603,https://example.com/datasheet/CAP10000017.pdf,3179,22.8733
HQEW,HQE-100-00018,IND10000018,TDK Corporation,TDK Corporation IND10000018 Inductor,Inductor,IND10000018 Inductor from TDK Corporation. Sourced via professional procurement support; specs below.,inductance_uh: 4.7; package: 0805; current_rating_a: 1.5; tolerance: ±20%,https://example.com/datasheet/IND10000018.pdf,2165,21.6447
Digikey,DIG-100-00019,SEN10000019,NXP Semiconductors,NXP Semiconductors SEN10000019 Sensors,Sensors,SEN10000019 Sensors from NXP Semiconductors. Sourced via professional procurement support; specs below.,sensitivity: 260 LSB/g; accuracy: ±0.5; range: 0-40; interface: I2C,https://example.com/datasheet/SEN10000019.pdf,558,0.0325
Digikey,DIG-100-00020,CON10000020,TE Connectivity,TE Connectivity CON10000020 Connectors,Connectors,CON10000020 Connectors from TE Connectivity. Sourced via professional procurement support; specs below.,voltage_rating_v: 50; positions: 40; Contact Plating: Gold,https://example.com/datasheet/CON10000020.pdf,4654,11.1067
HQEW,HQE-100-00021,MOD10000021,Quectel,Quectel MOD10000021 Modules,Modules,MOD10000021 Modules from Quectel. Sourced via professional procurement support; specs below.,sensitivity_dbm: -95; output_power_dbm: 20; modulation: GFSK; interface: UART; data_rate_bps: 2000000,https://example.com/datasheet/MOD10000021.pdf,4380,3.7368
Mouser,MOU-100-00022,OPA10000022,Silicon Labs,Silicon Labs OPA10000022 Analog IC,Analog IC,OPA10000022 Analog IC from Silicon Labs. Sourced via professional procurement support; specs below.,gain_db: 100; bandwidth_hz: 1000000; package: SOIC-8; supply_current_ua: 200,https://example.com/datasheet/OPA10000022.pdf,4238,15.1633
Mouser,MOU-100-00023,PMIC10000023,Richtek Technology,Richtek Technology PMIC10000023 Power Management IC,Power Management IC,PMIC10000023 Power Management IC from Richtek Technology. Sourced via professional procurement support; specs below.,voltage_in_min_v: 4.5; output_current_a: 3; package: SOT-23; voltage_in_max_v: 28,https://example.com/datasheet/PMIC10000023.pdf,2749,19.0180
Hanxin,HAN-100-00024,DIO10000024,Littelfuse,Littelfuse DIO10000024 Diode,Diode,DIO10000024 Diode from Littelfuse. Sourced via professional procurement support; specs below.,if_a: 1; vrrm_v: 100,https://example.com/datasheet/DIO10000024.pdf,2278,24.7968
Hanxin,HAN-100-00025,LED10000025,Everlight Electronics,Everlight Electronics LED10000025 LED Components,LED Components,LED10000025 LED Components from Everlight Electronics. Sourced via professional procurement support; specs below.,package: 0805; wavelength_nm: 650; forward_current_ma: 20,https://example.com/datasheet/LED10000025.pdf,91,7.6984
HQEW,HQE-100-00026,MEM10000026,Winbond Electronics,Winbond Electronics MEM10000026 Memory IC,Memory IC,MEM10000026 Memory IC from Winbond Electronics. Sourced via professional procurement support; specs below.,interface: SPI; organization: x8; speed_hz: 104000000,https://example.com/datasheet/MEM10000026.pdf,4912,15.4175
Digikey,DIG-100-00027,XTAL10000027,Murata Manufacturing,Murata Manufacturing XTAL10000027 Crystal Oscillator,Crystal Oscillator,XTAL10000027 Crystal Oscillator from Murata Manufacturing. Sourced via professional procurement support; specs below.,load_capacitance_pf: 18; frequency_hz: 8000000; package: SMD; Frequency Tolerance: ±20ppm,https://example.com/datasheet/XTAL10000027.pdf,1257,3.9657
Hanxin,HAN-100-00028,MCU10000028,GigaDevice Semiconductor,GigaDevice Semiconductor MCU10000028 Microcontroller,Microcontroller,MCU10000028 Microcontroller from GigaDevice Semiconductor. Sourced via professional procurement support; specs below.,voltage_v: 3.3; frequency_hz: 72000000; flash_bytes: 131072,https://example.com/datasheet/MCU10000028.pdf,3046,13.0365
LCSC,LCS-100-00029,MOS10000029,Alpha & Omega Semiconductor,Alpha & Omega Semiconductor MOS10000029 MOSFET,MOSFET,MOS10000029 MOSFET from Alpha & Omega Semiconductor. Sourced via professional procurement support; specs below.,qg_nc: 45; package: SOT-23,https://example.com/datasheet/MOS10000029.pdf,1392,15.8343
Digikey,DIG-100-00030,RES10000030,Fenghua,Fenghua RES10000030 Resistor,Resistor,RES10000030 Resistor from Fenghua. Sourced via professional procurement support; specs below.,resistance_ohm: 10000; temperature_coeff: X7R; power_rating_w: 0.25,https://example.com/datasheet/RES10000030.pdf,1166,23.6152
HQEW,HQE-100-00031,CAP10000031,Murata Manufacturing,Murata Manufacturing CAP10000031 Capacitor,Capacitor,CAP10000031 Capacitor from Murata Manufacturing. Sourced via professional procurement support; specs below.,temperature_coeff: X7R; tolerance: ±10%; Capacitor Value: 100nF,https://example.com/datasheet/CAP10000031.pdf,2399,15.5328
LCSC,LCS-100-00032,IND10000032,Murata Manufacturing,Murata Manufacturing IND10000032 Inductor,Inductor,IND10000032 Inductor from Murata Manufacturing. Sourced via professional procurement support; specs below.,current_rating_a: 1.5; tolerance: ±20%,https://example.com/datasheet/IND10000032.pdf,4747,17.7841
Digikey,DIG-100-00033,SEN10000033,STMicroelectronics,STMicroelectronics SEN10000033 Sensors,Sensors,SEN10000033 Sensors from STMicroelectronics. Sourced via professional procurement support; specs below.,accuracy: ±0.5; interface: I2C; sensitivity: 260 LSB/g; Response Time: 5ms,https://example.com/datasheet/SEN10000033.pdf,6,10.4560
HQEW,HQE-100-00034,CON10000034,TE Connectivity,TE Connectivity CON10000034 Connectors,Connectors,CON10000034 Connectors from TE Connectivity. Sourced via professional procurement support; specs below.,mounting: SMD; positions: 40; current_rating_a: 3; pitch_mm: 2.54,https://example.com/datasheet/CON10000034.pdf,389,12.6884
LCSC,LCS-100-00035,MOD10000035,u-blox,u-blox MOD10000035 Modules,Modules,MOD10000035 Modules from u-blox. Sourced via professional procurement support; specs below.,interface: UART; data_rate_bps: 2000000; modulation: GFSK; Protocol Stack: 3.0,https://example.com/datasheet/MOD10000035.pdf,3830,12.1301
HQEW,HQE-100-00036,OPA10000036,Maxim Integrated,Maxim Integrated OPA10000036 Analog IC,Analog IC,OPA10000036 Analog IC from Maxim Integrated. Sourced via professional procurement support; specs below.,package: SOIC-8; gain_db: 100; Phase Margin: 60°,https://example.com/datasheet/OPA10000036.pdf,1579,11.4271
Digikey,DIG-100-00037,PMIC10000037,Texas Instruments,Texas Instruments PMIC10000037 Power Management IC,Power Management IC,PMIC10000037 Power Management IC from Texas Instruments. Sourced via professional procurement support; specs below.,voltage_in_max_v: 28; efficiency_percent: 92; voltage_in_min_v: 4.5; voltage_out_v: 5,https://example.com/datasheet/PMIC10000037.pdf,1337,10.5787
HQEW,HQE-100-00038,DIO10000038,Vishay Intertechnology,Vishay Intertechnology DIO10000038 Diode,Diode,DIO10000038 Diode from Vishay Intertechnology. Sourced via professional procurement support; specs below.,vf_v: 0.7; if_a: 1,https://example.com/datasheet/DIO10000038.pdf,783,22.7418
Digikey,DIG-100-00039,LED10000039,Everlight Electronics,Everlight Electronics LED10000039 LED Components,LED Components,LED10000039 LED Components from Everlight Electronics. Sourced via professional procurement support; specs below.,wavelength_nm: 650; forward_voltage_v: 2.1; package: 0805,https://example.com/datasheet/LED10000039.pdf,3401,5.6949
Hanxin,HAN-100-00040,MEM10000040,Macronix International,Macronix International MEM10000040 Memory IC,Memory IC,MEM10000040 Memory IC from Macronix International. Sourced via professional procurement support; specs below.,memory_bytes: 16777216; speed_hz: 104000000,https://example.com/datasheet/MEM10000040.pdf,127,8.5264
LCSC,LCS-100-00041,XTAL10000041,AbraconX,AbraconX XTAL10000041 Crystal Oscillator,Crystal Oscillator,XTAL10000041 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,package: SMD; load_capacitance_pf: 18; frequency_hz: 8000000,https://example.com/datasheet/XTAL10000041.pdf,4688,5.2392
HQEW,HQE-100-00042,MCU10000042,Nuvoton Technology,Nuvoton Technology MCU10000042 Microcontroller,Microcontroller,MCU10000042 Microcontroller from Nuvoton Technology. Sourced via professional procurement support; specs below.,Core: ARM Cortex-M4,https://example.com/datasheet/MCU10000042.pdf,554,13.5134
LCSC,LCS-100-00043,MOS10000043,ON Semiconductor,ON Semiconductor MOS10000043 MOSFET,MOSFET,MOS10000043 MOSFET from ON Semiconductor. Sourced via professional procurement support; specs below.,qg_nc: 45; package: SOT-23; vgs_th_v: 2.5; Drain Source Voltage: 55V; Gate Charge Type: standard,https://example.com/datasheet/MOS10000043.pdf,4541,18.0885
Mouser,MOU-100-00044,RES10000044,Yageo,Yageo RES10000044 Resistor,Resistor,RES10000044 Resistor from Yageo. Sourced via professional procurement support; specs below.,power_rating_w: 0.25; Resistor Value: 10kΩ; temperature_coeff: X7R; package: 0805; resistance_ohm: 10000,https://example.com/datasheet/RES10000044.pdf,3096,3.7103
HQEW,HQE-100-00045,CAP10000045,Holy Stone,Holy Stone CAP10000045 Capacitor,Capacitor,CAP10000045 Capacitor from Holy Stone. Sourced via professional procurement support; specs below.,package: 0603; capacitance_pf: 100000,https://example.com/datasheet/CAP10000045.pdf,2491,17.3863
LCSC,LCS-100-00046,IND10000046,Wurth Elektronik,Wurth Elektronik IND10000046 Inductor,Inductor,IND10000046 Inductor from Wurth Elektronik. Sourced via professional procurement support; specs below.,tolerance: ±20%; current_rating_a: 1.5; package: 0805; inductance_uh: 4.7; Self Resonant Freq: 50MHz,https://example.com/datasheet/IND10000046.pdf,4406,10.3330
Mouser,MOU-100-00047,SEN10000047,STMicroelectronics,STMicroelectronics SEN10000047 Sensors,Sensors,SEN10000047 Sensors from STMicroelectronics. Sourced via professional procurement support; specs below.,interface: I2C; resolution_bits: 12; sensitivity: 260 LSB/g; accuracy: ±0.5; range: 0-40,https://example.com/datasheet/SEN10000047.pdf,2981,23.2505
Mouser,MOU-100-00048,CON10000048,LinkFab,LinkFab CON10000048 Connectors,Connectors,CON10000048 Connectors from LinkFab. Sourced via professional procurement support; specs below.,pitch_mm: 2.54; mounting: SMD; current_rating_a: 3; positions: 40; voltage_rating_v: 50; Contact Plating: Gold,https://example.com/datasheet/CON10000048.pdf,545,21.1831
Digikey,DIG-100-00049,MOD10000049,Espressif Systems,Espressif Systems MOD10000049 Modules,Modules,MOD10000049 Modules from Espressif Systems. Sourced via professional procurement support; specs below.,sensitivity_dbm: -95; modulation: GFSK,https://example.com/datasheet/MOD10000049.pdf,4339,9.3633
Hanxin,HAN-100-00050,OPA10000050,OpAmpInc,OpAmpInc OPA10000050 Analog IC,Analog IC,OPA10000050 Analog IC from OpAmpInc. Sourced via professional procurement support; specs below.,supply_current_ua: 200; bandwidth_hz: 1000000; gain_db: 100,https://example.com/datasheet/OPA10000050.pdf,4045,9.5162
LCSC,LCS-100-00051,PMIC10000051,,Unknown PMIC10000051 Power Management IC,Power Management IC,PMIC10000051 Power Management IC from unspecified. Sourced via professional procurement support; specs below.,voltage_in_min_v: 4.5; package: SOT-23; output_current_a: 3; efficiency_percent: 92,https://example.com/datasheet/PMIC10000051.pdf,2331,24.8262
Mouser,MOU-100-00052,DIO10000052,Littelfuse,Littelfuse DIO10000052 Diode,Diode,DIO10000052 Diode from Littelfuse. Sourced via professional procurement support; specs below.,if_a: 1; vrrm_v: 100,https://example.com/datasheet/DIO10000052.pdf,1893,16.4878
LCSC,LCS-100-00053,LED10000053,PhotonInc,PhotonInc LED10000053 LED Components,LED Components,LED10000053 LED Components from PhotonInc. Sourced via professional procurement support; specs below.,wavelength_nm: 650; forward_current_ma: 20; forward_voltage_v: 2.1; package: 0805,https://example.com/datasheet/LED10000053.pdf,2988,22.3296
Mouser,MOU-100-00054,MEM10000054,Winbond Electronics,Winbond Electronics MEM10000054 Memory IC,Memory IC,MEM10000054 Memory IC from Winbond Electronics. Sourced via professional procurement support; specs below.,memory_bytes: 16777216; organization: x8; speed_hz: 104000000,https://example.com/datasheet/MEM10000054.pdf,42,17.5225
Hanxin,HAN-100-00055,XTAL10000055,AbraconX,AbraconX XTAL10000055 Crystal Oscillator,Crystal Oscillator,XTAL10000055 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,load_capacitance_pf: 18; package: SMD; frequency_hz: 8000000,https://example.com/datasheet/XTAL10000055.pdf,517,18.1773
LCSC,LCS-100-00056,MCU10000056,STMicroelectronics,STMicroelectronics MCU10000056 Microcontroller,Microcontroller,MCU10000056 Microcontroller from STMicroelectronics. Sourced via professional procurement support; specs below.,frequency_hz: 72000000,https://example.com/datasheet/MCU10000056.pdf,3258,12.2452
Digikey,DIG-100-00057,MOS10000057,Alpha & Omega Semiconductor,Alpha & Omega Semiconductor MOS10000057 MOSFET,MOSFET,MOS10000057 MOSFET from Alpha & Omega Semiconductor. Sourced via professional procurement support; specs below.,qg_nc: 45; Drain Source Voltage: 55V; package: SOT-23; rds_on_mohm: 8,https://example.com/datasheet/MOS10000057.pdf,4900,11.0645
Hanxin,HAN-100-00058,RES10000058,KEMET Electronics,KEMET Electronics RES10000058 Resistor,Resistor,RES10000058 Resistor from KEMET Electronics. Sourced via professional procurement support; specs below.,power_rating_w: 0.25; resistance_ohm: 10000,https://example.com/datasheet/RES10000058.pdf,2949,14.1773
Mouser,MOU-100-00059,CAP10000059,Walsin Technology,Walsin Technology CAP10000059 Capacitor,Capacitor,CAP10000059 Capacitor from Walsin Technology. Sourced via professional procurement support; specs below.,capacitance_pf: 100000; tolerance: ±10%; package: 0603; voltage_rating_v: 50,https://example.com/datasheet/CAP10000059.pdf,2946,15.9436
HQEW,HQE-100-00060,IND10000060,Murata Manufacturing,Murata Manufacturing IND10000060 Inductor,Inductor,IND10000060 Inductor from Murata Manufacturing. Sourced via professional procurement support; specs below.,package: 0805; current_rating_a: 1.5; inductance_uh: 4.7,https://example.com/datasheet/IND10000060.pdf,1854,14.4367
Hanxin,HAN-100-00061,SEN10000061,SenseQ,SenseQ SEN10000061 Sensors,Sensors,SEN10000061 Sensors from SenseQ. Sourced via professional procurement support; specs below.,sensitivity: 260 LSB/g; resolution_bits: 12; accuracy: ±0.5; range: 0-40; interface: I2C,https://example.com/datasheet/SEN10000061.pdf,615,15.5752
Digikey,DIG-100-00062,CON10000062,Molex,Molex CON10000062 Connectors,Connectors,CON10000062 Connectors from Molex. Sourced via professional procurement support; specs below.,positions: 40; pitch_mm: 2.54; current_rating_a: 3; voltage_rating_v: 50,https://example.com/datasheet/CON10000062.pdf,4110,9.4575
Hanxin,HAN-100-00063,MOD10000063,u-blox,u-blox MOD10000063 Modules,Modules,MOD10000063 Modules from u-blox. Sourced via professional procurement support; specs below.,data_rate_bps: 2000000; modulation: GFSK; Data Rate: 2Mbps; output_power_dbm: 20,https://example.com/datasheet/MOD10000063.pdf,3745,14.6090
HQEW,HQE-100-00064,OPA10000064,Analog Devices,Analog Devices OPA10000064 Analog IC,Analog IC,OPA10000064 Analog IC from Analog Devices. Sourced via professional procurement support; specs below.,gain_db: 100; supply_current_ua: 200,https://example.com/datasheet/OPA10000064.pdf,212,5.7108
HQEW,HQE-100-00065,PMIC10000065,Monolithic Power Systems,Monolithic Power Systems PMIC10000065 Power Management IC,Power Management IC,PMIC10000065 Power Management IC from Monolithic Power Systems. Sourced via professional procurement support; specs below.,voltage_out_v: 5; efficiency_percent: 92; package: SOT-23,https://example.com/datasheet/PMIC10000065.pdf,997,16.7027
Digikey,DIG-100-00066,DIO10000066,Littelfuse,Littelfuse DIO10000066 Diode,Diode,DIO10000066 Diode from Littelfuse. Sourced via professional procurement support; specs below.,vf_v: 0.7; if_a: 1; vrrm_v: 100,https://example.com/datasheet/DIO10000066.pdf,4515,24.9789
HQEW,HQE-100-00067,LED10000067,Kingbright,Kingbright LED10000067 LED Components,LED Components,LED10000067 LED Components from Kingbright. Sourced via professional procurement support; specs below.,wavelength_nm: 650; package: 0805; forward_current_ma: 20; forward_voltage_v: 2.1,https://example.com/datasheet/LED10000067.pdf,1230,11.7174
LCSC,LCS-100-00068,MEM10000068,SK Hynix,SK Hynix MEM10000068 Memory IC,Memory IC,MEM10000068 Memory IC from SK Hynix. Sourced via professional procurement support; specs below.,speed_hz: 104000000; memory_bytes: 16777216,https://example.com/datasheet/MEM10000068.pdf,1875,12.8218
Mouser,MOU-100-00069,XTAL10000069,Wurth Elektronik,Wurth Elektronik XTAL10000069 Crystal Oscillator,Crystal Oscillator,XTAL10000069 Crystal Oscillator from Wurth Elektronik. Sourced via professional procurement support; specs below.,frequency_hz: 8000000; package: SMD; load_capacitance_pf: 18,https://example.com/datasheet/XTAL10000069.pdf,2932,24.7039
Digikey,DIG-100-00070,MCU10000070,STMicroelectronics,STMicroelectronics MCU10000070 Microcontroller,Microcontroller,MCU10000070 Microcontroller from STMicroelectronics. Sourced via professional procurement support; specs below.,Core: ARM Cortex-M4; Clock Speed: 72MHz,https://example.com/datasheet/MCU10000070.pdf,3428,15.0027
HQEW,HQE-100-00071,MOS10000071,Vishay Intertechnology,Vishay Intertechnology MOS10000071 MOSFET,MOSFET,MOS10000071 MOSFET from Vishay Intertechnology. Sourced via professional procurement support; specs below.,Continuous Drain Current: 30A; package: SOT-23,https://example.com/datasheet/MOS10000071.pdf,572,19.7830
HQEW,HQE-100-00072,RES10000072,KEMET Electronics,KEMET Electronics RES10000072 Resistor,Resistor,RES10000072 Resistor from KEMET Electronics. Sourced via professional procurement support; specs below.,package: 0805; temperature_coeff: X7R,https://example.com/datasheet/RES10000072.pdf,2706,13.2123
HQEW,HQE-100-00073,CAP10000073,Walsin Technology,Walsin Technology CAP10000073 Capacitor,Capacitor,CAP10000073 Capacitor from Walsin Technology. Sourced via professional procurement support; specs below.,voltage_rating_v: 50; package: 0603; Capacitor Value: 100nF; capacitance_pf: 100000; tolerance: ±10%,https://example.com/datasheet/CAP10000073.pdf,1222,2.9374
LCSC,LCS-100-00074,IND10000074,TDK Corporation,TDK Corporation IND10000074 Inductor,Inductor,IND10000074 Inductor from TDK Corporation. Sourced via professional procurement support; specs below.,package: 0805; inductance_uh: 4.7,https://example.com/datasheet/IND10000074.pdf,4004,19.3024
Mouser,MOU-100-00075,SEN10000075,STMicroelectronics,STMicroelectronics SEN10000075 Sensors,Sensors,SEN10000075 Sensors from STMicroelectronics. Sourced via professional procurement support; specs below.,sensitivity: 260 LSB/g; interface: I2C; range: 0-40,https://example.com/datasheet/SEN10000075.pdf,4545,9.6327
LCSC,LCS-100-00076,CON10000076,JST,JST CON10000076 Connectors,Connectors,CON10000076 Connectors from JST. Sourced via professional procurement support; specs below.,mounting: SMD; current_rating_a: 3; positions: 40; pitch_mm: 2.54,https://example.com/datasheet/CON10000076.pdf,449,15.8287
Mouser,MOU-100-00077,MOD10000077,Espressif Systems,Espressif Systems MOD10000077 Modules,Modules,MOD10000077 Modules from Espressif Systems. Sourced via professional procurement support; specs below.,Data Rate: 2Mbps; output_power_dbm: 20; sensitivity_dbm: -95,https://example.com/datasheet/MOD10000077.pdf,1732,24.8221
Digikey,DIG-100-00078,OPA10000078,Analog Devices,Analog Devices OPA10000078 Analog IC,Analog IC,OPA10000078 Analog IC from Analog Devices. Sourced via professional procurement support; specs below.,package: SOIC-8; gain_db: 100; supply_current_ua: 200,https://example.com/datasheet/OPA10000078.pdf,2181,12.5724
LCSC,LCS-100-00079,PMIC10000079,Richtek Technology,Richtek Technology PMIC10000079 Power Management IC,Power Management IC,PMIC10000079 Power Management IC from Richtek Technology. Sourced via professional procurement support; specs below.,efficiency_percent: 92; voltage_out_v: 5,https://example.com/datasheet/PMIC10000079.pdf,2238,24.4137
Hanxin,HAN-100-00080,DIO10000080,Littelfuse,Littelfuse DIO10000080 Diode,Diode,DIO10000080 Diode from Littelfuse. Sourced via professional procurement support; specs below.,if_a: 1; vrrm_v: 100,https://example.com/datasheet/DIO10000080.pdf,905,22.9377
Hanxin,HAN-100-00081,LED10000081,Kingbright,Kingbright LED10000081 LED Components,LED Components,LED10000081 LED Components from Kingbright. Sourced via professional procurement support; specs below.,wavelength_nm: 650; package: 0805; forward_current_ma: 20,https://example.com/datasheet/LED10000081.pdf,3754,9.5694
Hanxin,HAN-100-00082,MEM10000082,SK Hynix,SK Hynix MEM10000082 Memory IC,Memory IC,MEM10000082 Memory IC from SK Hynix. Sourced via professional procurement support; specs below.,speed_hz: 104000000; interface: SPI; organization: x8; memory_bytes: 16777216; Access Time: 70ns,https://example.com/datasheet/MEM10000082.pdf,4749,3.2173
Digikey,DIG-100-00083,XTAL10000083,Wurth Elektronik,Wurth Elektronik XTAL10000083 Crystal Oscillator,Crystal Oscillator,XTAL10000083 Crystal Oscillator from Wurth Elektronik. Sourced via professional procurement support; specs below.,frequency_hz: 8000000; load_capacitance_pf: 18; package: SMD,https://example.com/datasheet/XTAL10000083.pdf,3627,15.9401
Mouser,MOU-100-00084,MCU10000084,STMicroelectronics,STMicroelectronics MCU10000084 Microcontroller,Microcontroller,MCU10000084 Microcontroller from STMicroelectronics. Sourced via professional procurement support; specs below.,io_count: 48; Core: ARM Cortex-M4; ram_bytes: 20480,https://example.com/datasheet/MCU10000084.pdf,2069,12.4522
Mouser,MOU-100-00085,MOS10000085,Vishay Intertechnology,Vishay Intertechnology MOS10000085 MOSFET,MOSFET,MOS10000085 MOSFET from Vishay Intertechnology. Sourced via professional procurement support; specs below.,package: SOT-23; Drain Source Voltage: 55V; vds_v: 55; vgs_th_v: 2.5; rds_on_mohm: 8,https://example.com/datasheet/MOS10000085.pdf,1512,22.3708
Mouser,MOU-100-00086,RES10000086,Yageo,Yageo RES10000086 Resistor,Resistor,RES10000086 Resistor from Yageo. Sourced via professional procurement support; specs below.,resistance_ohm: 10000; power_rating_w: 0.25; package: 0805; temperature_coeff: X7R,https://example.com/datasheet/RES10000086.pdf,37,21.2964
LCSC,LCS-100-00087,CAP10000087,KEMET Electronics,KEMET Electronics CAP10000087 Capacitor,Capacitor,CAP10000087 Capacitor from KEMET Electronics. Sourced via professional procurement support; specs below.,capacitance_pf: 100000; package: 0603,https://example.com/datasheet/CAP10000087.pdf,597,5.1955
Digikey,DIG-100-00088,IND10000088,Wurth Elektronik,Wurth Elektronik IND10000088 Inductor,Inductor,IND10000088 Inductor from Wurth Elektronik. Sourced via professional procurement support; specs below.,package: 0805; tolerance: ±20%; current_rating_a: 1.5,https://example.com/datasheet/IND10000088.pdf,112,12.5152
