supplier,supplier_sku,mpn,manufacturer,title,category,description,attributes,datasheet_url,stock,price
LCSC,C25824,RC0805JR-0710KL,Yageo,10kΩ 0805 Resistor,Resistor,10kΩ ±1% 0805 Thick Film,Resistance: 10kΩ; Tolerance: ±1%; Power Rating: 0.125W; Temperature Coefficient: ±100ppm/°C,https://www.yageo.com/products/resistors/,520000,0.008
LCSC,C1525,CC0603KRX7R7BB104,Yageo,100nF 0603 Capacitor,Capacitor,100nF ±10% 50V X7R 0603,Capacitance: 100nF; Voltage Rating: 50V; Tolerance: ±10%,https://www.yageo.com/products/capacitors/,480000,0.006
LCSC,C1650,GRM188R71C104KA01,Murata Manufacturing,100nF 0603 Capacitor,Capacitor,100nF 50V X7R 0603,Capacitance: 0.1uF; Voltage Rating: 50V,https://www.murata.com,310000,0.012
LCSC,C1287,LQG15HN1N8S0M,Murata Manufacturing,1.8nH RF Inductor,Inductor,1.8nH 0402 RF Inductor,Inductance: 1.8nH,https://www.murata.com,95000,0.15
LCSC,C15850,CC0805KKX7R7BB104,Yageo,100nF 0805 Capacitor,Capacitor,100nF X7R 0805,Capacitance: 100nF; Voltage Rating: 50V,https://www.yageo.com,260000,0.009
LCSC,C5181277,0483740001,Molex,USB Type-C Receptacle,USB Connectors,USB-C 16pin Receptacle,Number of Positions: 16; Current Rating: 5A; Operating Voltage: 20V,https://www.molex.com,15000,0.35
LCSC,C23174,PZ254-1-40P,Wurth Elektronik,2.54mm Pin Header,Pin Header,2.54mm 1x40 Pin Header,Number of Positions: 40; Pitch: 2.54mm,https://www.we-online.com,32000,0.18
LCSC,C23392,B4B-PH-K-S,JST,JST PH 4-pin Header,Pin Header,JST PH 2.0mm 4-pin,Number of Positions: 4; Pitch: 2.0mm,https://www.jst-mfg.com,60000,0.05
LCSC,C1013,10103594,Amphenol,Micro USB B Receptacle,USB Connectors,Micro USB B 5-pin,Number of Positions: 5; Current Rating: 1A,https://www.amphenol.com,22000,0.12
LCSC,C21357,DF11-8DP-2DS,Hirose Electric,2.0mm 8-pin Header,Pin Header,Hirose 2.0mm 8-pin,Number of Positions: 8; Pitch: 2.0mm,https://www.hirose.com,11000,0.22
LCSC,C82899,ESP-01S,Espressif Systems,ESP-01S WiFi Module,WiFi Modules,ESP8266 802.11b/g/n Module,Clock Speed: 80MHz; Data Rate: 72Mbps; Operating Voltage: 3.0-3.6V,https://www.espressif.com,18000,1.20
LCSC,C82861,nRF24L01+,Nordic Semiconductor,2.4GHz RF Module,RF Modules,nRF24L01+ 2.4GHz Transceiver,Operating Voltage: 1.9-3.6V; Data Rate: 2Mbps,https://www.nordicsemi.com,26000,0.85
LCSC,C7431,SIM800L,SIMCom,GSM GPRS Module,Cellular Modules,SIM800L Quad-band GSM,Operating Voltage: 3.4-4.4V; Output Power: 33dBm,https://www.simcom.com,9000,2.10
LCSC,C1020,NEO-6M,u-blox,GPS GNSS Module,GNSS Modules,NEO-6M GPS Receiver,Operating Voltage: 2.7-3.6V; Sensitivity: -161dBm,https://www.u-blox.com,14000,3.40
LCSC,C82846,ESP32-WROOM-32,Espressif Systems,ESP32 WiFi BT Module,WiFi Modules,ESP32 Dual-core WiFi BT,Clock Speed: 240MHz; Operating Voltage: 3.0-3.6V,https://www.espressif.com,21000,2.85
