mpn,clean_mpn,manufacturer,brand,url_slug,category,subcategory,description,applications,keywords,attributes_json,availability,alternative_parts,datasheet_url,faq,image
LED100000011,LED100000011,Kingbright,Kingbright,led100000011,LED Components,LED Components,LED100000011 LED Components from Kingbright. Sourced via professional procurement support; specs below.,,,"{""wavelength_nm"": ""650"", ""forward_current_ma"": ""20"", ""package"": ""0805"", ""forward_voltage_v"": ""2.1"", ""Luminous Intensity"": ""100mcd""}",active,,https://example.com/datasheet/LED100000011.pdf,,
MEM100000012,MEM100000012,ISSI,ISSI,mem100000012,Memory IC,Memory IC,MEM100000012 Memory IC from ISSI. Sourced via professional procurement support; specs below.,,,"{""organization"": ""x8"", ""memory_bytes"": ""16777216""}",active,,https://example.com/datasheet/MEM100000012.pdf,,
XTAL100000013,XTAL100000013,OscInc,OscInc,xtal100000013,Crystal Oscillator,Crystal Oscillator,XTAL100000013 Crystal Oscillator from OscInc. Sourced via professional procurement support; specs below.,,,"{""load_capacitance_pf"": ""18"", ""package"": ""SMD"", ""frequency_hz"": ""8000000""}",active,,https://example.com/datasheet/XTAL100000013.pdf,,
MCU100000014,MCU100000014,Nuvoton Technology,Nuvoton Technology,mcu100000014,Microcontroller,Microcontroller,MCU100000014 Microcontroller from Nuvoton Technology. Sourced via professional procurement support; specs below.,,,"{""frequency_hz"": ""72000000"", ""Operating Temp"": ""-40~85""}",active,,https://example.com/datasheet/MCU100000014.pdf,,
MOS100000015,MOS100000015,HexaFab,HexaFab,mos100000015,MOSFET,MOSFET,MOS100000015 MOSFET from HexaFab. Sourced via professional procurement support; specs below.,,,"{""rds_on_mohm"": ""8"", ""qg_nc"": ""45"", ""package"": ""SOT-23"", ""Gate Charge Type"": ""standard""}",active,,https://example.com/datasheet/MOS100000015.pdf,,
RES100000016,RES100000016,OhmWorks,OhmWorks,res100000016,Resistor,Resistor,RES100000016 Resistor from OhmWorks. Sourced via professional procurement support; specs below.,,,"{""resistance_ohm"": ""10000"", ""package"": ""0805"", ""tolerance"": ""±1%""}",active,,https://example.com/datasheet/RES100000016.pdf,,
CAP100000017,CAP100000017,Murata Manufacturing,Murata Manufacturing,cap100000017,Capacitor,Capacitor,CAP100000017 Capacitor from Murata Manufacturing. Sourced via professional procurement support; specs below.,,,"{""tolerance"": ""±10%"", ""capacitance_pf"": ""100000""}",active,,https://example.com/datasheet/CAP100000017.pdf,,
IND100000018,IND100000018,Murata Manufacturing,Murata Manufacturing,ind100000018,Inductor,Inductor,IND100000018 Inductor from Murata Manufacturing. Sourced via professional procurement support; specs below.,,,"{""inductance_uh"": ""4.7"", ""current_rating_a"": ""1.5"", ""package"": ""0805"", ""tolerance"": ""±20%""}",active,,https://example.com/datasheet/IND100000018.pdf,,
SEN100000019,SEN100000019,NXP Semiconductors,NXP Semiconductors,sen100000019,Sensors,Sensors,SEN100000019 Sensors from NXP Semiconductors. Sourced via professional procurement support; specs below.,,,"{""sensitivity_dbm"": ""260 LSB/g"", ""range"": ""0-40"", ""accuracy"": ""±0.5"", ""interface"": ""I2C"", ""resolution_bits"": ""12""}",active,,https://example.com/datasheet/SEN100000019.pdf,,
CON100000020,CON100000020,JST,JST,con100000020,Connectors,Connectors,CON100000020 Connectors from JST. Sourced via professional procurement support; specs below.,,,"{""current_rating_a"": ""3"", ""voltage_rating_v"": ""50"", ""mounting"": ""SMD""}",active,,https://example.com/datasheet/CON100000020.pdf,,
MOD100000021,MOD100000021,u-blox,u-blox,mod100000021,Modules,Modules,MOD100000021 Modules from u-blox. Sourced via professional procurement support; specs below.,,,"{""data_rate_bps"": ""2Mbps"", ""modulation"": ""GFSK"", ""output_power_dbm"": ""20""}",active,,https://example.com/datasheet/MOD100000021.pdf,,
OPA100000022,OPA100000022,Maxim Integrated,Maxim Integrated,opa100000022,Analog IC,Analog IC,OPA100000022 Analog IC from Maxim Integrated. Sourced via professional procurement support; specs below.,,,"{""gain_db"": ""100"", ""package"": ""SOIC-8"", ""Input Noise"": ""10nV""}",active,,https://example.com/datasheet/OPA100000022.pdf,,
PMIC100000023,PMIC100000023,Texas Instruments,Texas Instruments,pmic100000023,Power Management IC,Power Management IC,PMIC100000023 Power Management IC from Texas Instruments. Sourced via professional procurement support; specs below.,,,"{""output_current_a"": ""3"", ""voltage_in_min_v"": ""4.5"", ""package"": ""SOT-23"", ""efficiency_percent"": ""92"", ""voltage_in_max_v"": ""28""}",active,,https://example.com/datasheet/PMIC100000023.pdf,,
DIO100000024,DIO100000024,Diodes Incorporated,Diodes Incorporated,dio100000024,Diode,Diode,DIO100000024 Diode from Diodes Incorporated. Sourced via professional procurement support; specs below.,,,"{""vf_v"": ""0.7"", ""if_a"": ""1"", ""vrrm_v"": ""100""}",active,,https://example.com/datasheet/DIO100000024.pdf,,
LED100000025,LED100000025,Kingbright,Kingbright,led100000025,LED Components,LED Components,LED100000025 LED Components from Kingbright. Sourced via professional procurement support; specs below.,,,"{""wavelength_nm"": ""650"", ""package"": ""0805"", ""forward_current_ma"": ""20""}",active,,https://example.com/datasheet/LED100000025.pdf,,
MEM100000026,MEM100000026,ISSI,ISSI,mem100000026,Memory IC,Memory IC,MEM100000026 Memory IC from ISSI. Sourced via professional procurement support; specs below.,,,"{""speed_hz"": ""104000000"", ""memory_bytes"": ""16777216""}",active,,https://example.com/datasheet/MEM100000026.pdf,,
XTAL100000027,XTAL100000027,AbraconX,AbraconX,xtal100000027,Crystal Oscillator,Crystal Oscillator,XTAL100000027 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,,,"{""package"": ""SMD"", ""frequency_hz"": ""8000000""}",active,,https://example.com/datasheet/XTAL100000027.pdf,,
MCU100000028,MCU100000028,Microchip Technology,Microchip Technology,mcu100000028,Microcontroller,Microcontroller,MCU100000028 Microcontroller from Microchip Technology. Sourced via professional procurement support; specs below.,,,"{""voltage_v"": ""3.3""}",active,,https://example.com/datasheet/MCU100000028.pdf,,
MOS100000029,MOS100000029,Infineon Technologies,Infineon Technologies,mos100000029,MOSFET,MOSFET,MOS100000029 MOSFET from Infineon Technologies. Sourced via professional procurement support; specs below.,,,"{""id_a"": ""30""}",active,,https://example.com/datasheet/MOS100000029.pdf,,
RES100000030,RES100000030,Vishay Intertechnology,Vishay Intertechnology,res100000030,Resistor,Resistor,RES100000030 Resistor from Vishay Intertechnology. Sourced via professional procurement support; specs below.,,,"{""resistance_ohm"": ""10000"", ""package"": ""0805""}",active,,https://example.com/datasheet/RES100000030.pdf,,
CAP100000031,CAP100000031,TDK Corporation,TDK Corporation,cap100000031,Capacitor,Capacitor,CAP100000031 Capacitor from TDK Corporation. Sourced via professional procurement support; specs below.,,,"{""package"": ""0603"", ""voltage_rating_v"": ""50"", ""temperature_coeff"": ""X7R""}",active,,https://example.com/datasheet/CAP100000031.pdf,,
IND100000032,IND100000032,Bourns,Bourns,ind100000032,Inductor,Inductor,IND100000032 Inductor from Bourns. Sourced via professional procurement support; specs below.,,,"{""package"": ""0805"", ""inductance_uh"": ""4.7"", ""tolerance"": ""±20%"", ""current_rating_a"": ""1.5""}",active,,https://example.com/datasheet/IND100000032.pdf,,
SEN100000033,SEN100000033,NXP Semiconductors,NXP Semiconductors,sen100000033,Sensors,Sensors,SEN100000033 Sensors from NXP Semiconductors. Sourced via professional procurement support; specs below.,,,"{""range"": ""0-40"", ""resolution_bits"": ""12"", ""Response Time"": ""5ms""}",active,,https://example.com/datasheet/SEN100000033.pdf,,
CON100000034,CON100000034,LinkFab,LinkFab,con100000034,Connectors,Connectors,CON100000034 Connectors from LinkFab. Sourced via professional procurement support; specs below.,,,"{""mounting"": ""SMD"", ""pitch_mm"": ""2.54""}",active,,https://example.com/datasheet/CON100000034.pdf,,
MOD100000035,MOD100000035,SIMCom,SIMCom,mod100000035,Modules,Modules,MOD100000035 Modules from SIMCom. Sourced via professional procurement support; specs below.,,,"{""data_rate_bps"": ""2000000""}",active,,https://example.com/datasheet/MOD100000035.pdf,,
OPA100000036,OPA100000036,Texas Instruments,Texas Instruments,opa100000036,Analog IC,Analog IC,OPA100000036 Analog IC from Texas Instruments. Sourced via professional procurement support; specs below.,,,"{""supply_current_ua"": ""200"", ""bandwidth_hz"": ""1000000"", ""gain_db"": ""100"", ""package"": ""SOIC-8""}",active,,https://example.com/datasheet/OPA100000036.pdf,,
PMIC100000037,PMIC100000037,Infineon Technologies,Infineon Technologies,pmic100000037,Power Management IC,Power Management IC,PMIC100000037 Power Management IC from Infineon Technologies. Sourced via professional procurement support; specs below.,,,"{""output_current_a"": ""3"", ""voltage_in_min_v"": ""4.5"", ""package"": ""SOT-23"", ""voltage_out_v"": ""5""}",active,,https://example.com/datasheet/PMIC100000037.pdf,,
DIO100000038,DIO100000038,Vishay Intertechnology,Vishay Intertechnology,dio100000038,Diode,Diode,DIO100000038 Diode from Vishay Intertechnology. Sourced via professional procurement support; specs below.,,,"{""if_a"": ""1"", ""vrrm_v"": ""100""}",active,,https://example.com/datasheet/DIO100000038.pdf,,
LED100000039,LED100000039,Everlight Electronics,Everlight Electronics,led100000039,LED Components,LED Components,LED100000039 LED Components from Everlight Electronics. Sourced via professional procurement support; specs below.,,,"{""forward_current_ma"": ""20"", ""package"": ""0805"", ""wavelength_nm"": ""650""}",active,,https://example.com/datasheet/LED100000039.pdf,,
MEM100000040,MEM100000040,Winbond Electronics,Winbond Electronics,mem100000040,Memory IC,Memory IC,MEM100000040 Memory IC from Winbond Electronics. Sourced via professional procurement support; specs below.,,,"{""interface"": ""SPI"", ""memory_bytes"": ""16777216""}",active,,https://example.com/datasheet/MEM100000040.pdf,,
XTAL100000041,XTAL100000041,Wurth Elektronik,Wurth Elektronik,xtal100000041,Crystal Oscillator,Crystal Oscillator,XTAL100000041 Crystal Oscillator from Wurth Elektronik. Sourced via professional procurement support; specs below.,,,"{""package"": ""SMD"", ""frequency_hz"": ""8000000""}",active,,https://example.com/datasheet/XTAL100000041.pdf,,
MCU100000042,MCU100000042,STMicroelectronics,STMicroelectronics,mcu100000042,Microcontroller,Microcontroller,MCU100000042 Microcontroller from STMicroelectronics. Sourced via professional procurement support; specs below.,,,"{""frequency_hz"": ""72000000"", ""core"": ""ARM Cortex-M4""}",active,,https://example.com/datasheet/MCU100000042.pdf,,
MOS100000043,MOS100000043,Infineon Technologies,Infineon Technologies,mos100000043,MOSFET,MOSFET,MOS100000043 MOSFET from Infineon Technologies. Sourced via professional procurement support; specs below.,,,"{""vds_v"": ""55V"", ""id_a"": ""30"", ""rds_on_mohm"": ""8"", ""package"": ""SOT-23""}",active,,https://example.com/datasheet/MOS100000043.pdf,,
RES100000044,RES100000044,Bourns,Bourns,res100000044,Resistor,Resistor,RES100000044 Resistor from Bourns. Sourced via professional procurement support; specs below.,,,"{""resistance_ohm"": ""10kΩ"", ""tolerance"": ""±1%"", ""power_rating_w"": ""0.25"", ""package"": ""0805""}",active,,https://example.com/datasheet/RES100000044.pdf,,
CAP100000045,CAP100000045,KEMET Electronics,KEMET Electronics,cap100000045,Capacitor,Capacitor,CAP100000045 Capacitor from KEMET Electronics. Sourced via professional procurement support; specs below.,,,"{""capacitance_pf"": ""100nF"", ""tolerance"": ""±10%"", ""voltage_rating_v"": ""50""}",active,,https://example.com/datasheet/CAP100000045.pdf,,
IND100000046,IND100000046,Wurth Elektronik,Wurth Elektronik,ind100000046,Inductor,Inductor,IND100000046 Inductor from Wurth Elektronik. Sourced via professional procurement support; specs below.,,,"{""current_rating_a"": ""1.5"", ""tolerance"": ""±20%""}",active,,https://example.com/datasheet/IND100000046.pdf,,
SEN100000047,SEN100000047,BoschDummy,BoschDummy,sen100000047,Sensors,Sensors,SEN100000047 Sensors from BoschDummy. Sourced via professional procurement support; specs below.,,,"{""interface"": ""I2C"", ""range"": ""0-40""}",active,,https://example.com/datasheet/SEN100000047.pdf,,
CON100000048,CON100000048,JST,JST,con100000048,Connectors,Connectors,CON100000048 Connectors from JST. Sourced via professional procurement support; specs below.,,,"{""positions"": ""40"", ""voltage_rating_v"": ""50""}",active,,https://example.com/datasheet/CON100000048.pdf,,
MOD100000049,MOD100000049,u-blox,u-blox,mod100000049,Modules,Modules,MOD100000049 Modules from u-blox. Sourced via professional procurement support; specs below.,,,"{""data_rate_bps"": ""2000000"", ""output_power_dbm"": ""20"", ""Antenna Type"": ""PCB""}",active,,https://example.com/datasheet/MOD100000049.pdf,,
OPA100000050,OPA100000050,Maxim Integrated,Maxim Integrated,opa100000050,Analog IC,Analog IC,OPA100000050 Analog IC from Maxim Integrated. Sourced via professional procurement support; specs below.,,,"{""gain_db"": ""100"", ""supply_current_ua"": ""200"", ""package"": ""SOIC-8""}",active,,https://example.com/datasheet/OPA100000050.pdf,,
PMIC100000051,PMIC100000051,Texas Instruments,Texas Instruments,pmic100000051,Power Management IC,Power Management IC,PMIC100000051 Power Management IC from Texas Instruments. Sourced via professional procurement support; specs below.,,,"{""efficiency_percent"": ""92"", ""voltage_in_max_v"": ""28"", ""output_current_a"": ""3""}",active,,https://example.com/datasheet/PMIC100000051.pdf,,
DIO100000052,DIO100000052,Vishay Intertechnology,Vishay Intertechnology,dio100000052,Diode,Diode,DIO100000052 Diode from Vishay Intertechnology. Sourced via professional procurement support; specs below.,,,"{""vrrm_v"": ""100"", ""if_a"": ""1""}",active,,https://example.com/datasheet/DIO100000052.pdf,,
LED100000053,LED100000053,OSRAM,OSRAM,led100000053,LED Components,LED Components,LED100000053 LED Components from OSRAM. Sourced via professional procurement support; specs below.,,,"{""wavelength_nm"": ""650"", ""forward_voltage_v"": ""2.1"", ""package"": ""0805"", ""forward_current_ma"": ""20""}",active,,https://example.com/datasheet/LED100000053.pdf,,
MEM100000054,MEM100000054,ISSI,ISSI,mem100000054,Memory IC,Memory IC,MEM100000054 Memory IC from ISSI. Sourced via professional procurement support; specs below.,,,"{""organization"": ""x8"", ""speed_hz"": ""104000000""}",active,,https://example.com/datasheet/MEM100000054.pdf,,
XTAL100000055,XTAL100000055,AbraconX,AbraconX,xtal100000055,Crystal Oscillator,Crystal Oscillator,XTAL100000055 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,,,"{""package"": ""SMD"", ""frequency_hz"": ""8000000"", ""load_capacitance_pf"": ""18""}",active,,https://example.com/datasheet/XTAL100000055.pdf,,
MCU100000056,MCU100000056,Microchip Technology,Microchip Technology,mcu100000056,Microcontroller,Microcontroller,MCU100000056 Microcontroller from Microchip Technology. Sourced via professional procurement support; specs below.,,,"{""ram_bytes"": ""20480"", ""core"": ""ARM Cortex-M4""}",active,,https://example.com/datasheet/MCU100000056.pdf,,
MOS100000057,MOS100000057,,,mos100000057,MOSFET,MOSFET,MOS100000057 MOSFET from unspecified. Sourced via professional procurement support; specs below.,,,"{""qg_nc"": ""45"", ""vds_v"": ""55"", ""package"": ""SOT-23"", ""rds_on_mohm"": ""8""}",active,,https://example.com/datasheet/MOS100000057.pdf,,
RES100000058,RES100000058,Yageo,Yageo,res100000058,Resistor,Resistor,RES100000058 Resistor from Yageo. Sourced via professional procurement support; specs below.,,,"{""tolerance"": ""±1%"", ""power_rating_w"": ""0.25"", ""resistance_ohm"": ""10000"", ""temperature_coeff"": ""X7R"", ""Lifecycle Status"": ""Active""}",active,,https://example.com/datasheet/RES100000058.pdf,,
CAP100000059,CAP100000059,DeltaCap,DeltaCap,cap100000059,Capacitor,Capacitor,CAP100000059 Capacitor from DeltaCap. Sourced via professional procurement support; specs below.,,,"{""voltage_rating_v"": ""50"", ""temperature_coeff"": ""X7R""}",active,,https://example.com/datasheet/CAP100000059.pdf,,
IND100000060,IND100000060,Bourns,Bourns,ind100000060,Inductor,Inductor,IND100000060 Inductor from Bourns. Sourced via professional procurement support; specs below.,,,"{""tolerance"": ""±20%"", ""inductance_uh"": ""4.7""}",active,,https://example.com/datasheet/IND100000060.pdf,,
SEN100000061,SEN100000061,STMicroelectronics,STMicroelectronics,sen100000061,Sensors,Sensors,SEN100000061 Sensors from STMicroelectronics. Sourced via professional procurement support; specs below.,,,"{""resolution_bits"": ""12"", ""range"": ""0-40"", ""sensitivity_dbm"": ""260 LSB/g""}",active,,https://example.com/datasheet/SEN100000061.pdf,,
CON100000062,CON100000062,LinkFab,LinkFab,con100000062,Connectors,Connectors,CON100000062 Connectors from LinkFab. Sourced via professional procurement support; specs below.,,,"{""mounting"": ""SMD"", ""pitch_mm"": ""2.54"", ""current_rating_a"": ""3"", ""voltage_rating_v"": ""50""}",active,,https://example.com/datasheet/CON100000062.pdf,,
MOD100000063,MOD100000063,Quectel,Quectel,mod100000063,Modules,Modules,MOD100000063 Modules from Quectel. Sourced via professional procurement support; specs below.,,,"{""data_rate_bps"": ""2000000"", ""interface"": ""UART"", ""sensitivity_dbm"": ""-95""}",active,,https://example.com/datasheet/MOD100000063.pdf,,
OPA100000064,OPA100000064,Analog Devices,Analog Devices,opa100000064,Analog IC,Analog IC,OPA100000064 Analog IC from Analog Devices. Sourced via professional procurement support; specs below.,,,"{""package"": ""SOIC-8"", ""bandwidth_hz"": ""1000000""}",active,,https://example.com/datasheet/OPA100000064.pdf,,
PMIC100000065,PMIC100000065,PowerLite,PowerLite,pmic100000065,Power Management IC,Power Management IC,PMIC100000065 Power Management IC from PowerLite. Sourced via professional procurement support; specs below.,,,"{""voltage_in_max_v"": ""28"", ""efficiency_percent"": ""92""}",active,,https://example.com/datasheet/PMIC100000065.pdf,,
DIO100000066,DIO100000066,ON Semiconductor,ON Semiconductor,dio100000066,Diode,Diode,DIO100000066 Diode from ON Semiconductor. Sourced via professional procurement support; specs below.,,,"{""if_a"": ""1"", ""vf_v"": ""0.7"", ""Reverse Recovery"": ""50ns""}",active,,https://example.com/datasheet/DIO100000066.pdf,,
LED100000067,LED100000067,OSRAM,OSRAM,led100000067,LED Components,LED Components,LED100000067 LED Components from OSRAM. Sourced via professional procurement support; specs below.,,,"{""forward_current_ma"": ""20"", ""wavelength_nm"": ""650"", ""package"": ""0805"", ""forward_voltage_v"": ""2.1"", ""Luminous Intensity"": ""100mcd""}",active,,https://example.com/datasheet/LED100000067.pdf,,
MEM100000068,MEM100000068,SK Hynix,SK Hynix,mem100000068,Memory IC,Memory IC,MEM100000068 Memory IC from SK Hynix. Sourced via professional procurement support; specs below.,,,"{""speed_hz"": ""104000000"", ""interface"": ""SPI"", ""memory_bytes"": ""16777216"", ""organization"": ""x8""}",active,,https://example.com/datasheet/MEM100000068.pdf,,
XTAL100000069,XTAL100000069,TDK Corporation,TDK Corporation,xtal100000069,Crystal Oscillator,Crystal Oscillator,XTAL100000069 Crystal Oscillator from TDK Corporation. Sourced via professional procurement support; specs below.,,,"{""package"": ""SMD"", ""load_capacitance_pf"": ""18""}",active,,https://example.com/datasheet/XTAL100000069.pdf,,
MCU100000070,MCU100000070,Microchip Technology,Microchip Technology,mcu100000070,Microcontroller,Microcontroller,MCU100000070 Microcontroller from Microchip Technology. Sourced via professional procurement support; specs below.,,,"{""ram_bytes"": ""20KB"", ""frequency_hz"": ""72000000"", ""io_count"": ""48""}",active,,https://example.com/datasheet/MCU100000070.pdf,,
MOS100000071,MOS100000071,Alpha & Omega Semiconductor,Alpha & Omega Semiconductor,mos100000071,MOSFET,MOSFET,MOS100000071 MOSFET from Alpha & Omega Semiconductor. Sourced via professional procurement support; specs below.,,,"{""package"": ""SOT-23"", ""qg_nc"": ""45""}",active,,https://example.com/datasheet/MOS100000071.pdf,,
RES100000072,RES100000072,Bourns,Bourns,res100000072,Resistor,Resistor,RES100000072 Resistor from Bourns. Sourced via professional procurement support; specs below.,,,"{""temperature_coeff"": ""X7R"", ""package"": ""0805""}",active,,https://example.com/datasheet/RES100000072.pdf,,
CAP100000073,CAP100000073,TDK Corporation,TDK Corporation,cap100000073,Capacitor,Capacitor,CAP100000073 Capacitor from TDK Corporation. Sourced via professional procurement support; specs below.,,,"{""temperature_coeff"": ""X7R"", ""capacitance_pf"": ""100000"", ""tolerance"": ""±10%"", ""voltage_rating_v"": ""50""}",active,,https://example.com/datasheet/CAP100000073.pdf,,
IND100000074,IND100000074,TDK Corporation,TDK Corporation,ind100000074,Inductor,Inductor,IND100000074 Inductor from TDK Corporation. Sourced via professional procurement support; specs below.,,,"{""current_rating_a"": ""1.5"", ""package"": ""0805"", ""inductance_uh"": ""4.7"", ""tolerance"": ""±20%""}",active,,https://example.com/datasheet/IND100000074.pdf,,
SEN100000075,SEN100000075,NXP Semiconductors,NXP Semiconductors,sen100000075,Sensors,Sensors,SEN100000075 Sensors from NXP Semiconductors. Sourced via professional procurement support; specs below.,,,"{""sensitivity_dbm"": ""260 LSB/g"", ""range"": ""0-40"", ""accuracy"": ""±0.5"", ""resolution_bits"": ""12"", ""interface"": ""I2C""}",active,,https://example.com/datasheet/SEN100000075.pdf,,
CON100000076,CON100000076,Hirose Electric,Hirose Electric,con100000076,Connectors,Connectors,CON100000076 Connectors from Hirose Electric. Sourced via professional procurement support; specs below.,,,"{""positions"": ""40"", ""current_rating_a"": ""3"", ""voltage_rating_v"": ""50"", ""mounting"": ""SMD"", ""Contact Plating"": ""Gold""}",active,,https://example.com/datasheet/CON100000076.pdf,,
MOD100000077,MOD100000077,Semtech,Semtech,mod100000077,Modules,Modules,MOD100000077 Modules from Semtech. Sourced via professional procurement support; specs below.,,,"{""sensitivity_dbm"": ""-95"", ""modulation"": ""GFSK"", ""data_rate_bps"": ""2Mbps""}",active,,https://example.com/datasheet/MOD100000077.pdf,,
OPA100000078,OPA100000078,Analog Devices,Analog Devices,opa100000078,Analog IC,Analog IC,OPA100000078 Analog IC from Analog Devices. Sourced via professional procurement support; specs below.,,,"{""supply_current_ua"": ""200"", ""bandwidth_hz"": ""1000000"", ""package"": ""SOIC-8"", ""Input Noise"": ""10nV""}",active,,https://example.com/datasheet/OPA100000078.pdf,,
PMIC100000079,PMIC100000079,Infineon Technologies,Infineon Technologies,pmic100000079,Power Management IC,Power Management IC,PMIC100000079 Power Management IC from Infineon Technologies. Sourced via professional procurement support; specs below.,,,"{""efficiency_percent"": ""92"", ""voltage_in_max_v"": ""28""}",active,,https://example.com/datasheet/PMIC100000079.pdf,,
DIO100000080,DIO100000080,Littelfuse,Littelfuse,dio100000080,Diode,Diode,DIO100000080 Diode from Littelfuse. Sourced via professional procurement support; specs below.,,,"{""if_a"": ""1"", ""vrrm_v"": ""100"", ""vf_v"": ""0.7""}",active,,https://example.com/datasheet/DIO100000080.pdf,,
LED100000081,LED100000081,PhotonInc,PhotonInc,led100000081,LED Components,LED Components,LED100000081 LED Components from PhotonInc. Sourced via professional procurement support; specs below.,,,"{""forward_voltage_v"": ""2.1"", ""forward_current_ma"": ""20"", ""package"": ""0805""}",active,,https://example.com/datasheet/LED100000081.pdf,,
MEM100000082,MEM100000082,Macronix International,Macronix International,mem100000082,Memory IC,Memory IC,MEM100000082 Memory IC from Macronix International. Sourced via professional procurement support; specs below.,,,"{""interface"": ""SPI"", ""memory_bytes"": ""16777216"", ""speed_hz"": ""104000000""}",active,,https://example.com/datasheet/MEM100000082.pdf,,
XTAL100000083,XTAL100000083,Murata Manufacturing,Murata Manufacturing,xtal100000083,Crystal Oscillator,Crystal Oscillator,XTAL100000083 Crystal Oscillator from Murata Manufacturing. Sourced via professional procurement support; specs below.,,,"{""load_capacitance_pf"": ""18"", ""package"": ""SMD"", ""frequency_hz"": ""8000000""}",active,,https://example.com/datasheet/XTAL100000083.pdf,,
MCU100000084,MCU100000084,QubitCore,QubitCore,mcu100000084,Microcontroller,Microcontroller,MCU100000084 Microcontroller from QubitCore. Sourced via professional procurement support; specs below.,,,"{""package"": ""LQFP-48"", ""frequency_hz"": ""72000000""}",active,,https://example.com/datasheet/MCU100000084.pdf,,
